Age,Attrition,DistanceFromHome,Education,EmployeeCount,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,AvgYearsPerCompany,StabilityUnderManager,TravelIntensity,YearsBeforePromotion,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Department_Research & Development,Department_Sales
29,0,1,1,1,931,2,42400,1.0,1,14,8,0,10.0,2,10,0,9,10.0,0.9,1,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
33,0,7,2,1,932,5,109990,1.0,1,18,8,3,6.0,3,6,0,4,6.0,0.6666666666666666,7,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
32,0,5,3,1,933,5,50030,2.0,1,13,8,0,10.0,5,9,1,6,5.0,0.6666666666666666,5,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
31,0,28,3,1,934,2,127420,1.0,1,11,8,0,10.0,4,10,0,2,10.0,0.2,28,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
49,0,2,3,1,935,1,42270,4.0,1,18,8,0,17.0,3,2,2,2,4.25,1.0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,0,29,1,1,936,1,39170,1.0,1,15,8,3,4.0,2,4,3,3,4.0,0.75,58,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,0,1,3,1,937,3,183030,6.0,1,22,8,1,29.0,2,3,1,2,4.833333333333333,0.6666666666666666,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,0,21,2,1,938,2,23800,4.0,1,13,8,0,23.0,3,8,0,0,5.75,0.0,21,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
41,0,24,3,1,939,4,137260,3.0,1,12,8,0,21.0,6,2,0,2,7.0,1.0,24,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20,0,1,2,1,940,1,47770,1.0,1,18,8,1,2.0,3,2,0,2,2.0,1.0,1,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
33,0,18,1,1,941,2,63850,1.0,1,13,8,0,7.0,6,6,1,2,7.0,0.3333333333333333,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,0,2,1,1,942,3,199730,6.0,1,12,8,0,10.0,2,3,0,2,1.6666666666666667,0.6666666666666666,2,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
44,0,9,2,1,943,3,68610,4.0,1,12,8,0,8.0,2,2,2,2,2.0,1.0,9,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,1,6,2,1,944,3,49690,1.0,1,12,8,0,5.0,3,5,1,2,5.0,0.4,6,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,11,1,1,945,1,198450,7.0,1,11,8,1,7.0,3,0,0,0,1.0,0.6666666666666666,11,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
53,0,24,2,1,946,4,133200,3.0,1,11,8,0,11.0,2,4,1,2,3.6666666666666665,0.5,24,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48,1,10,1,1,947,1,63470,2.0,1,12,8,1,19.0,3,9,7,7,9.5,0.7777777777777778,20,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,1,1,2,1,948,2,27430,1.0,1,19,8,1,1.0,2,1,0,0,1.0,0.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26,0,18,1,1,949,1,108800,1.0,1,23,8,1,7.0,5,7,5,7,7.0,1.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55,0,23,0,1,950,5,23420,5.0,1,11,8,2,8.0,2,4,1,2,1.6,0.5,23,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,0,28,2,1,951,2,176500,1.0,1,19,8,1,15.0,6,15,4,13,15.0,0.8666666666666667,28,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
60,0,17,3,1,952,1,40250,3.0,1,13,8,1,19.0,5,1,0,0,6.333333333333333,0.0,17,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,0,3,2,1,953,3,97250,1.0,1,11,8,0,14.0,0,14,2,13,14.0,0.9285714285714286,3,12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,0,13,2,1,954,1,119040,1.0,1,12,8,1,6.0,4,6,1,3,6.0,0.5,26,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,0,7,1,1,955,1,21770,1.0,1,13,8,0,10.0,5,10,8,7,10.0,0.7,7,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,1,12,1,1,956,2,75250,1.0,1,14,8,2,3.0,2,3,0,2,3.0,0.6666666666666666,12,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
44,0,1,2,1,957,1,48340,1.0,1,14,8,0,9.0,1,8,6,7,9.0,0.875,1,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,0,13,2,1,958,3,20420,0.0,1,16,8,0,6.0,2,5,1,4,4.0,0.8,26,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
43,0,25,3,1,959,2,22200,1.0,1,11,8,0,10.0,2,10,8,8,10.0,0.8,25,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
24,0,6,2,1,960,3,10520,1.0,1,13,8,0,5.0,3,5,0,4,5.0,0.8,6,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
41,0,6,3,1,961,1,28210,1.0,1,17,8,0,10.0,3,10,8,7,10.0,0.7,6,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,0,2,1,1,962,2,192370,9.0,1,11,8,1,9.0,2,5,1,2,1.0,0.4,2,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
36,0,1,3,1,963,3,41070,3.0,1,11,8,1,17.0,2,13,6,7,5.666666666666667,0.5384615384615384,1,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,0,2,2,1,964,2,83960,3.0,1,15,8,2,25.0,3,23,14,4,8.333333333333334,0.17391304347826086,0,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
24,1,6,1,1,965,2,20070,1.0,1,12,8,0,1.0,2,1,0,0,1.0,0.0,6,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,1,1,2,1,966,2,196270,7.0,1,11,8,2,25.0,1,23,14,10,3.5714285714285716,0.43478260869565216,2,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
26,0,9,0,1,967,1,106860,1.0,1,14,8,1,3.0,2,3,0,2,3.0,0.6666666666666666,9,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45,0,1,3,1,968,1,29420,1.0,1,22,8,1,21.0,4,21,8,6,21.0,0.2857142857142857,1,13,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32,0,1,0,1,969,2,88580,6.0,1,16,8,1,10.0,2,5,1,3,1.6666666666666667,0.6,2,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,0,14,1,1,970,1,167560,1.0,1,11,8,2,6.0,5,5,0,3,6.0,0.6,14,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
41,0,2,1,1,971,2,107980,6.0,1,14,8,2,10.0,5,3,1,2,1.6666666666666667,0.6666666666666666,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40,0,22,1,1,972,1,23230,2.0,1,16,8,1,18.0,2,1,0,0,9.0,0.0,22,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,0,3,2,1,973,1,14160,1.0,1,15,8,1,6.0,3,6,1,2,6.0,0.3333333333333333,3,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
46,0,6,2,1,974,4,46150,6.0,1,12,8,0,19.0,3,10,0,9,3.1666666666666665,0.9,6,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
35,0,8,3,1,975,1,24610,2.0,1,20,8,1,17.0,4,7,0,7,8.5,1.0,8,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,0,9,3,1,976,1,87220,1.0,1,17,8,1,10.0,3,10,0,8,10.0,0.8,9,10,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,0,3,1,1,977,2,39550,7.0,1,12,8,1,4.0,5,1,0,0,0.5714285714285714,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
46,0,1,3,1,978,3,99570,4.0,1,20,8,0,13.0,1,10,0,3,3.25,0.3,1,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
36,1,1,2,1,979,2,33760,5.0,1,20,8,0,16.0,3,2,2,2,3.2,1.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32,1,26,2,1,980,2,88230,6.0,1,13,8,2,10.0,3,0,0,0,1.6666666666666667,0.6666666666666666,26,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,0,6,3,1,981,3,103220,1.0,1,14,8,2,3.0,2,3,1,2,3.0,0.6666666666666666,6,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31,0,3,2,1,982,2,46210,2.0,1,18,8,1,9.0,3,5,1,4,4.5,0.8,6,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,0,3,2,1,983,2,109760,1.0,1,11,8,0,9.0,3,9,5,8,9.0,0.8888888888888888,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32,0,6,2,1,984,1,36600,3.0,1,11,8,2,10.0,0,4,0,2,3.3333333333333335,0.5,6,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,0,6,2,1,985,3,104820,1.0,1,11,8,1,21.0,6,21,12,8,21.0,0.38095238095238093,6,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
45,0,19,3,1,986,1,71190,4.0,1,15,8,0,9.0,2,5,0,3,2.25,0.6,19,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
30,0,9,2,1,987,1,95820,0.0,1,12,8,1,10.0,2,9,0,7,4.0,0.7777777777777778,18,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24,0,3,3,1,988,1,45080,0.0,1,11,8,1,3.0,5,2,2,1,4.0,0.5,6,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30,1,10,2,1,989,1,22070,6.0,1,14,8,0,6.0,4,4,1,2,1.0,0.5,20,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,0,3,1,1,990,3,77560,1.0,1,15,8,2,6.0,3,5,0,2,6.0,0.4,3,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,0,3,2,1,991,1,66940,1.0,1,13,8,1,6.0,2,6,1,4,6.0,0.6666666666666666,3,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,1,4,2,1,992,5,36910,1.0,1,13,8,0,2.0,3,2,2,2,2.0,1.0,4,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,0,8,3,1,993,1,23770,8.0,1,21,8,1,10.0,2,3,0,2,1.25,0.6666666666666666,16,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30,0,7,2,1,994,3,23130,2.0,1,11,8,0,12.0,5,7,1,7,6.0,1.0,7,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
34,0,1,1,1,995,2,176650,0.0,1,11,8,0,6.0,5,5,1,2,4.0,0.4,1,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,0,2,3,1,996,1,25960,8.0,1,14,8,1,13.0,4,11,1,7,1.625,0.6363636363636364,0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
49,0,3,3,1,997,1,47280,3.0,1,11,8,1,8.0,4,5,0,4,2.6666666666666665,0.8,3,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,1,10,2,1,998,1,43020,2.0,1,13,8,0,11.0,3,0,0,0,5.5,0.6666666666666666,10,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
38,0,28,2,1,999,1,29790,4.0,1,12,8,1,9.0,3,6,0,5,2.25,0.8333333333333334,56,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,1,9,3,1,1000,2,168850,2.0,1,14,8,2,10.0,2,1,0,0,5.0,0.0,9,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,3,3,1,1001,2,55930,1.0,1,13,8,1,1.0,3,1,0,0,1.0,0.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
30,0,2,0,1,1002,1,104450,3.0,1,18,8,1,10.0,3,7,1,7,3.3333333333333335,1.0,2,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
32,0,10,3,1,1003,1,87400,2.0,1,11,8,1,12.0,2,7,0,7,6.0,1.0,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,0,8,1,1,1004,1,25140,3.0,1,11,8,0,15.0,2,1,1,0,5.0,0.0,8,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
43,1,1,3,1,1005,3,76550,9.0,1,12,8,1,6.0,3,1,0,0,0.6666666666666666,0.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
42,0,1,2,1,1006,1,174650,8.0,1,13,8,1,7.0,3,5,0,4,0.875,0.8,1,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,3,1,1,1007,1,73510,8.0,1,20,8,1,34.0,3,1,0,0,4.25,0.0,3,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
33,0,14,2,1,1008,1,108200,5.0,1,12,8,0,11.0,2,9,1,7,2.2,0.7777777777777778,0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
41,0,5,2,1,1009,1,121690,1.0,1,19,8,0,5.0,2,5,0,4,5.0,0.8,5,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
34,0,7,3,1,1010,1,196260,1.0,1,21,8,0,15.0,5,15,0,7,15.0,0.4666666666666667,0,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
53,0,10,3,1,1011,2,20700,4.0,1,13,8,2,27.0,2,3,0,2,6.75,0.6666666666666666,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,0,16,1,1,1012,1,67820,0.0,1,16,8,1,10.0,2,9,1,8,4.0,0.8888888888888888,16,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,0,10,1,1,1013,5,77790,5.0,1,12,8,1,6.0,2,2,2,2,1.2,1.0,10,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21,1,1,1,1,1014,5,27910,1.0,1,14,8,0,1.0,3,1,1,0,1.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,0,8,1,1,1015,2,32010,1.0,1,11,8,1,5.0,3,5,0,4,5.0,0.8,8,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
22,1,1,2,1,1016,4,49680,1.0,1,14,8,0,1.0,3,1,0,0,1.0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
31,0,8,4,1,1017,5,131200,1.0,1,12,8,2,13.0,6,12,5,7,13.0,0.5833333333333334,8,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
51,0,1,3,1,1018,1,40330,2.0,1,14,8,0,15.0,2,2,2,2,7.5,1.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,0,24,0,1,1019,2,32910,1.0,1,16,8,3,5.0,2,5,0,3,5.0,0.6,24,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
46,0,3,3,1,1020,1,42720,7.0,1,13,8,0,24.0,3,2,2,2,3.4285714285714284,1.0,3,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
36,0,27,2,1,1021,4,50560,7.0,1,12,8,0,15.0,2,12,5,7,2.142857142857143,0.5833333333333334,27,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
44,1,10,3,1,1022,1,28440,1.0,1,12,8,0,6.0,2,5,2,3,6.0,0.6,20,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37,0,19,1,1,1023,2,27030,2.0,1,14,8,0,19.0,2,10,4,7,9.5,0.7,19,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
35,1,15,3,1,1024,2,19040,1.0,1,22,8,1,10.0,4,10,7,7,10.0,0.7,15,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
33,0,8,4,1,1025,2,82240,6.0,1,19,8,0,14.0,3,10,7,6,2.3333333333333335,0.6,8,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,0,9,2,1,1026,2,47660,1.0,1,12,8,0,5.0,3,5,0,3,5.0,0.6,9,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,0,3,3,1,1027,2,26100,7.0,1,12,8,0,9.0,2,4,2,2,1.2857142857142858,0.5,3,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,0,9,1,1,1028,2,57310,8.0,1,17,8,0,6.0,2,2,2,2,0.75,1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
40,0,2,1,1,1029,1,25390,4.0,1,12,8,1,7.0,3,4,0,2,1.75,0.5,2,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
