Age,Attrition,DistanceFromHome,Education,EmployeeCount,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,AvgYearsPerCompany,StabilityUnderManager,TravelIntensity,YearsBeforePromotion,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Department_Research & Development,Department_Sales,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Total_Hours
43,0,25,1,1,518,3,50550,5.0,1,22,8,0,18.0,2,1,0,0,3.6,0.0,25,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,2,4,1909.94
20,1,8,2,1,519,3,34640,1.0,1,20,8,0,2.0,3,2,0,2,2.0,1.0,16,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,3.0,2,4,2214.19
21,1,1,3,1,520,1,57750,1.0,1,18,8,0,1.0,2,1,1,0,1.0,0.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,3,3,1516.38
46,0,12,2,1,521,3,89430,8.0,1,12,8,1,19.0,6,16,1,7,2.375,0.4375,12,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,3,3,2626.34
51,1,23,2,1,522,2,192720,9.0,1,20,8,0,18.0,2,10,2,7,2.0,0.7,23,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,3,4,2109.49
28,1,19,3,1,523,4,52380,1.0,1,17,8,1,10.0,4,10,1,9,10.0,0.9,0,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2,3,1728.85
26,0,5,3,1,524,2,46820,1.0,1,11,8,1,6.0,3,5,1,3,6.0,0.6,5,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1,3,1736.52
30,0,8,2,1,525,1,183000,0.0,1,14,8,0,7.0,6,6,0,2,4.0,0.3333333333333333,8,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,3,3,1519.06
41,0,1,3,1,526,1,52570,1.0,1,14,8,0,10.0,2,10,0,8,10.0,0.8,1,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4,3,1867.2
38,0,5,2,1,527,1,63490,0.0,1,11,8,0,20.0,3,19,1,9,4.0,0.4736842105263157,5,18,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,3,3,1677.53
40,0,1,3,1,528,1,48690,4.0,1,12,8,0,14.0,2,11,11,1,3.5,0.0909090909090909,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,3,3,1885.9
27,0,11,2,1,529,2,99850,1.0,1,14,8,1,3.0,3,3,1,2,3.0,0.6666666666666666,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2,3,1945.85
55,0,23,4,1,530,3,36970,3.0,1,13,8,1,23.0,1,3,1,2,7.666666666666667,0.6666666666666666,46,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,3,3,1555.53
28,0,1,2,1,531,2,74570,3.0,1,11,8,2,10.0,1,8,1,7,3.333333333333333,0.875,1,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,4,3,1606.9
44,1,18,3,1,532,2,21190,9.0,1,15,8,0,24.0,3,20,3,6,2.6666666666666665,0.3,18,17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,3,3,1491.82
33,0,23,3,1,533,4,39830,4.0,1,12,8,0,9.0,3,3,1,2,2.25,0.6666666666666666,23,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,3.0,3,3,1494.07
35,1,7,3,1,534,3,61180,0.0,1,21,8,1,9.0,3,8,4,7,4.0,0.875,7,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,2,4,2296.1
33,1,1,1,1,535,1,62140,1.0,1,19,8,2,14.0,3,13,3,8,14.0,0.6153846153846154,2,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,3,3,1785.1
28,0,1,0,1,536,2,63470,1.0,1,15,8,1,4.0,2,4,2,2,4.0,0.5,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3,3,1639.65
34,0,29,3,1,537,1,115100,0.0,1,14,8,1,7.0,5,6,0,4,4.0,0.6666666666666666,58,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,3,3,1565.03
37,0,7,3,1,538,4,71430,2.0,1,21,8,0,8.0,6,1,0,0,4.0,0.0,7,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,3.0,2,4,2592.7
25,1,25,3,1,539,2,82680,1.0,1,12,8,0,7.0,3,7,5,6,7.0,0.8571428571428571,25,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2,3,2615.99
26,1,8,1,1,540,2,80950,1.0,1,15,8,0,1.0,3,1,0,0,1.0,0.0,8,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,4,3,1819.88
33,1,8,1,1,541,4,29040,4.0,1,13,8,0,5.0,2,2,2,2,1.25,1.0,8,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3,3,2389.46
42,0,11,0,1,542,4,60320,0.0,1,14,8,0,23.0,2,22,13,7,4.0,0.3181818181818182,11,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,2,3,1654.7
28,1,7,2,1,543,2,29760,1.0,1,14,8,0,1.0,3,1,0,0,1.0,0.0,14,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3,3,1479.78
50,1,1,3,1,544,2,159920,3.0,1,14,8,0,5.0,3,0,0,0,1.6666666666666667,0.6666666666666666,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,3,3,2573.95
33,0,9,2,1,545,2,46490,0.0,1,12,8,0,4.0,2,3,0,2,4.0,0.6666666666666666,18,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,2,3,1954.02
34,0,1,0,1,546,2,26960,3.0,1,23,8,0,6.0,3,0,0,0,2.0,0.6666666666666666,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,3,4,1630.56
48,0,2,0,1,547,2,23700,2.0,1,11,8,0,27.0,3,5,2,1,13.5,0.2,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,3,3,1416.0
45,0,1,2,1,548,2,125040,1.0,1,12,8,1,15.0,2,15,4,12,15.0,0.8,0,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3,3,1395.62
52,0,1,2,1,549,1,59740,7.0,1,18,8,1,18.0,6,8,4,0,2.571428571428572,0.0,1,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,3,3,1931.72
38,0,6,1,1,550,1,47360,0.0,1,11,8,1,9.0,3,8,2,7,4.0,0.875,6,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2,3,2642.36
29,0,8,2,1,551,4,52960,4.0,1,14,8,0,11.0,3,7,1,7,2.75,1.0,8,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,4,3,1454.46
28,0,1,2,1,552,4,67810,0.0,1,15,8,1,10.0,2,9,1,7,4.0,0.7777777777777778,1,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3,3,1634.48
46,0,6,3,1,553,3,21740,3.0,1,11,8,1,23.0,3,12,4,9,7.666666666666667,0.75,6,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,3,3,1522.98
38,0,7,3,1,554,1,66530,7.0,1,20,8,1,10.0,2,1,0,0,1.4285714285714286,0.0,7,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,3,4,1714.44
43,0,5,2,1,555,2,96990,8.0,1,19,8,1,18.0,3,8,0,1,2.25,0.125,10,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,3,3,1737.25
39,1,1,2,1,556,2,67550,7.0,1,14,8,1,21.0,2,18,11,5,3.0,0.2777777777777778,2,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3,3,1677.55
40,0,1,0,1,557,1,22130,1.0,1,17,8,0,21.0,4,20,4,9,21.0,0.45,1,16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,3,3,1454.04
21,0,1,3,1,558,1,26100,1.0,1,11,8,1,2.0,3,2,2,2,2.0,1.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,2,3,2482.42
39,0,6,2,1,559,1,28510,9.0,1,15,8,0,9.0,2,5,0,3,1.0,0.6,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,3,3,1443.45
36,0,1,2,1,560,3,34520,2.0,1,13,8,3,18.0,4,11,0,9,9.0,0.8181818181818182,0,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,4,3,1655.02
31,0,7,2,1,561,1,52580,0.0,1,14,8,3,3.0,5,2,2,2,4.0,1.0,14,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,3.0,3,3,1506.23
28,0,2,3,1,562,1,93550,0.0,1,11,8,0,6.0,4,5,0,4,4.0,0.8,2,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,3,3,1706.35
35,0,9,1,1,563,1,104960,1.0,1,13,8,1,5.0,2,5,0,2,5.0,0.4,18,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,3.0,3,3,1510.57
49,0,2,1,1,564,1,63800,6.0,1,23,8,1,22.0,1,9,2,3,3.6666666666666665,0.3333333333333333,2,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,2,4,1649.61
34,0,9,0,1,565,2,26570,2.0,1,13,8,1,5.0,3,3,0,2,2.5,0.6666666666666666,18,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,2,3,1846.01
29,0,1,3,1,566,3,27160,0.0,1,18,8,0,8.0,2,7,1,1,4.0,0.1428571428571428,2,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1,3,1647.75
42,0,21,1,1,567,1,22010,4.0,1,12,8,1,16.0,3,1,0,0,4.0,0.0,21,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,4,3,1771.74
29,0,4,1,1,568,2,65400,1.0,1,22,8,0,10.0,2,10,1,2,10.0,0.2,4,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1,4,2670.15
38,0,1,2,1,569,1,38160,1.0,1,13,8,2,7.0,2,7,5,0,7.0,0.0,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,2,3,1474.3
28,0,6,3,1,570,1,52530,1.0,1,15,8,0,3.0,2,3,0,2,3.0,0.6666666666666666,12,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3,3,2521.6
18,1,2,3,1,571,3,109650,1.0,1,18,8,0,0.0,5,0,0,0,0.0,0.6666666666666666,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,4,3,1636.45
33,1,3,1,1,572,1,49360,0.0,1,14,8,0,6.0,2,5,0,3,4.0,0.6,3,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2,3,2102.22
41,0,4,1,1,573,2,25430,3.0,1,12,8,0,6.0,3,1,0,0,2.0,0.0,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,3,3,1933.58
31,1,10,2,1,574,1,53040,1.0,1,17,8,0,2.0,3,2,2,2,2.0,1.0,20,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,4,3,1646.93
37,0,23,2,1,575,3,166590,7.0,1,16,8,1,10.0,2,6,1,3,1.4285714285714286,0.5,23,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,3,3,1952.5
27,0,6,1,1,576,1,42600,1.0,1,11,8,2,4.0,2,4,2,2,4.0,0.5,6,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,3,3,1727.7
34,0,1,0,1,577,2,24760,1.0,1,19,8,0,6.0,2,6,1,3,6.0,0.5,1,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,3,3,1629.96
35,0,6,2,1,578,3,31020,1.0,1,13,8,1,6.0,3,5,1,4,6.0,0.8,6,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,2,3,1646.11
29,1,6,2,1,579,1,22440,1.0,1,12,8,3,11.0,5,11,3,10,11.0,0.9090909090909092,6,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1,3,1623.45
40,0,2,3,1,580,4,75960,9.0,1,11,8,0,20.0,0,18,2,13,2.2222222222222223,0.7222222222222222,4,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1,3,1571.16
42,1,2,3,1,581,1,22850,0.0,1,16,8,0,22.0,3,21,13,14,4.0,0.6666666666666666,4,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1,3,1852.29
42,0,1,1,1,582,4,30340,7.0,1,21,8,1,9.0,3,6,1,5,1.2857142857142858,0.8333333333333334,1,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,2,4,1777.54
35,0,5,2,1,583,1,57150,6.0,1,24,8,2,10.0,0,8,1,7,1.6666666666666667,0.875,5,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,3,4,1603.78
24,0,7,3,1,584,1,25760,8.0,1,17,8,3,6.0,3,4,1,2,0.75,0.5,7,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,3,3,1803.09
28,1,15,3,1,585,2,41970,1.0,1,13,8,0,1.0,3,1,0,0,1.0,0.0,15,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,1,3,2449.27
26,0,1,3,1,586,2,143360,1.0,1,21,8,1,8.0,3,8,0,7,8.0,0.875,1,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,3,4,1827.67
30,0,7,1,1,587,1,34480,1.0,1,11,8,0,10.0,3,10,1,4,10.0,0.4,7,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3,3,1853.11
40,0,26,3,1,588,2,194060,3.0,1,20,8,3,16.0,2,1,0,0,5.333333333333333,0.0,52,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,3,4,2534.28
35,0,18,4,1,589,2,65380,2.0,1,16,8,1,15.0,3,7,6,4,7.5,0.5714285714285714,18,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,3,3,1634.86
34,0,6,1,1,590,1,43060,0.0,1,11,8,0,14.0,2,13,4,9,4.0,0.6923076923076923,12,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,3,3,1820.68
35,0,3,2,1,591,2,22580,1.0,1,11,8,1,2.0,2,2,2,2,2.0,1.0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,3,3,1916.76
43,1,5,2,1,592,3,45220,8.0,1,15,8,1,7.0,3,4,1,3,0.875,0.75,5,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3,3,1817.45
32,0,11,1,1,593,2,44870,1.0,1,11,8,0,1.0,5,1,0,0,1.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,2,3,1503.62
56,0,3,1,1,594,2,44490,4.0,1,15,8,0,28.0,3,5,4,2,7.0,0.4,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,1,3,1419.8
29,0,26,0,1,595,1,22180,1.0,1,24,8,1,10.0,1,10,0,8,10.0,0.8,26,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,3,4,1777.51
19,0,23,3,1,596,2,191970,1.0,1,12,8,0,1.0,2,1,0,0,1.0,0.0,23,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,3,3,1741.17
45,0,22,2,1,597,2,132120,4.0,1,13,8,0,7.0,4,3,0,2,1.75,0.6666666666666666,22,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,3,3,2146.64
37,0,14,3,1,598,3,65770,1.0,1,13,8,0,14.0,1,14,3,11,14.0,0.7857142857142857,14,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,3,1646.33
20,0,6,2,1,599,5,83920,1.0,1,17,8,0,2.0,5,2,1,2,2.0,1.0,6,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3,3,1567.69
44,1,6,1,1,600,3,45580,1.0,1,13,8,1,6.0,2,6,0,2,6.0,0.3333333333333333,6,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1,3,2402.97
53,0,6,3,1,601,1,40310,3.0,1,12,8,1,26.0,3,7,4,7,8.666666666666666,1.0,6,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,2,3,1457.08
29,0,23,2,1,602,1,79690,0.0,1,14,8,0,6.0,3,5,1,3,4.0,0.6,23,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,3,3,2108.01
22,1,22,3,1,603,1,26540,0.0,1,24,8,0,1.0,5,0,0,0,4.0,0.6666666666666666,44,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,3.0,2,4,2341.23
